순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"662","국내도서","겨울 이불","8936455966","9788936455965","77810","창비","안녕달 지음","16,000","14,400","1,600","10%","800점","20230109","32240"
"663","국내도서","Do it! 점프 투 파이썬","K582635822","9791163030911","13000","이지스퍼블리싱","박응용 지음","18,800","16,920","1,880","10%","940점","20190620","30356"
"664","국내도서","유난한 도전","K822839859","9791191211863","03320","북스톤","정경화 지음","17,000","15,300","1,700","10%","850점","20221113","25403"
"665","국내도서","너의 하루가 따숩길 바라","K062830729","9791191013474","03810","북라이프","고은지 지음","16,000","14,400","1,600","10%","800점","20221209","24200"
"666","국내도서","ETS 토익 정기시험 기출입문서 LC 리스닝","8917238580","9788917238587","13740","와이비엠","ETS 지음","15,000","13,500","1,500","10%","750점","20211213","22302"
"667","국내도서","당신은 결국 무엇이든 해내는 사람 (10만 부 기념 특별 리커버 에디션)","K492831631","9791188469994","03810","필름(Feelm)","김상현 지음","15,000","13,500","1,500","10%","750점","20220420","19898"
"668","국내도서","화가가 사랑한 나무들","K332830145","9791197060298","03600","오후의서재","앵거스 하일랜드.켄드라 윌슨 지음, 김정연.주은정 옮김","21,000","18,900","2,100","10%","1,050점","20230110","12450"
"669","국내도서","샤먼 바이블","K502831006","9791158523824","03900","글로벌콘텐츠","김정민 지음","22,000","19,800","2,200","10%","1,100점","20230120","10005"
"670","국내도서","후지모토 타츠키 단편집 22-26","K012831296","9791169473286","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20230119","8020"
"671","국내도서","우크라이나전쟁과 신세계질서","K962831006","9791169811194","03300","사계절","이해영 지음","18,000","16,200","1,800","10%","900점","20230203","7625"
"672","국내도서","2023 에센스 노동법 2","8965662516","9788965662518","93360","청출어람","전시춘 지음","30,000","27,000","3,000","10%","300점","20220620","7447"
"673","국내도서","린치핀","K862830943","9791190906449","13190","라이스메이커","세스 고딘 지음, 윤영삼 옮김","19,500","17,550","1,950","10%","970점","20230108","7160"
"674","국내도서","한자 줍기","K192831404","9791189467760","03700","아침달","최다정 지음","17,000","15,300","1,700","10%","850점","20230131","5530"
"675","국내도서","진짜 쓰는 일러스트레이터","K542831007","9791192469799","13000","제이펍","우디(서영열) 지음","24,000","21,600","2,400","10%","1,200점","20230210","5310"
"676","국내도서","2023 이기적 컴퓨터활용능력 1급 필기 + 실기 상시 시험 공략집","8931466412","9788931466416","13000","영진.com(영진닷컴)","홍태성.박윤정 지음","39,000","35,100","3,900","10%","1,950점","20230105","5185"
"677","국내도서","피투자자의 시간","K382831417","9791190292160","93330","리시올","미셸 페어 지음, 조민서 옮김","21,000","18,900","2,100","10%","1,050점","20230205","5050"
"678","국내도서","2023 민경애 공중보건 도돌이표로 푸는 기출문제뽀개기","K612831733","9791190029513","13510","스쿠리지","민경애.김철규 지음","34,000","30,600","3,400","10%","1,700점","20230216","4940"
"679","국내도서","다이다이 서점에서","K552831835","9791198177803","03830","니라이카나이","다지리 히사코 지음, 한정윤 옮김","15,000","13,500","1,500","10%","750점","20230131","3050"
"680","국내도서","산다 SANDA 4","K742831945","9791136764003","","서울미디어코믹스(서울문화사)","이타가키 파루 지음, 유유리 옮김","6,000","5,400","600","10%","300점","20230221","2070"
"681","국내도서","아몬드 (반양장)","8936456784","9788936456788","43810","창비","손원평 지음","13,000","11,700","1,300","10%","650점","20170331","79903"
"682","국내도서","동물농장","893746005X","9788937460050","04840","민음사","조지 오웰 지음, 도정일 옮김","8,000","7,200","800","10%","400점","19980805","73779"
"683","국내도서","순례 주택","8949123495","9788949123493","44800","비룡소","유은실 지음","13,000","11,700","1,300","10%","650점","20210311","61239"
"684","국내도서","알사탕","K422530533","9791158360375","77810","책읽는곰","백희나 글.그림","12,000","10,800","1,200","10%","600점","20170325","60410"
"685","국내도서","백만장자 시크릿","8925536927","9788925536927","03320","알에이치코리아(RHK)","하브 에커 지음, 나선숙 옮김","16,000","14,400","1,600","10%","800점","20200713","36382"
"686","국내도서","사랑의 기술","8931011628","9788931011623","03180","문예출판사","에리히 프롬 지음, 황문수 옮김","12,000","10,800","1,200","10%","600점","20190819","33024"
"687","국내도서","김경일의 지혜로운 인간생활","K592837462","9791189217136","03180","저녁달","김경일 지음","17,500","15,750","1,750","10%","870점","20220415","28350"
"688","국내도서","넛지 : 파이널 에디션","8901260670","9788901260679","03320","리더스북","리처드 H. 탈러.카스 R. 선스타인 지음, 이경식 옮김, 최정규 감수","22,000","19,800","2,200","10%","1,100점","20220620","27993"
"689","국내도서","원청","K022830401","9791156751298","03820","푸른숲","위화 지음, 문현선 옮김","18,500","16,650","1,850","10%","920점","20221129","26555"
"690","국내도서","2023 사순절의 깊은 묵상","8939844696","9788939844698","","한국장로교출판사(한장사)","대한예수교장로회총회교육자원부 지음","2,700","2,430","270","10%","130점","20230205","25790"
"691","국내도서","나는 개다","K262635888","9791158361365","77810","책읽는곰","백희나 글.그림","13,000","11,700","1,300","10%","650점","20190415","20942"
"692","국내도서","곰브리치 세계사 (예일대 특별판)","8949189534","9788949189536","43900","비룡소","에른스트 H. 곰브리치 지음, 박민수 옮김","23,000","20,700","2,300","10%","1,150점","20190605","19760"
"693","국내도서","시민의 한국사 1","K102838576","9791191438642","04910","돌베개","한국역사연구회 지음","38,000","34,200","3,800","10%","1,900점","20220624","19124"
"694","국내도서","데일 카네기 성공대화론","K182839301","9791139708899","03320","현대지성","데일 카네기 지음, 임상훈 옮김","11,500","10,350","1,150","10%","570점","20221005","18361"
"695","국내도서","혼자 공부하는 파이썬","K412837047","9791162245651","94000","한빛미디어","윤인성 지음","22,000","19,800","2,200","10%","1,100점","20220601","18205"
"696","국내도서","박문호 박사의 빅히스토리 공부","8934961783","9788934961789","03400","김영사","박문호 지음","25,000","22,500","2,500","10%","1,250점","20220630","17685"
"697","국내도서","그리스 로마 신화 31 : 아이네이아스의 새로운 여정","8950941562","9788950941567","74800","아울북","박시연 지음, 최우빈 그림, 김헌 감수","15,000","13,500","1,500","10%","750점","20221123","17300"
"698","국내도서","86 에이티식스 7","K722831392","9791138023054","04830","영상출판미디어(주)","아사토 아사토 지음, 시라비 그림, 한신남 옮김","7,500","6,750","750","10%","370점","20230207","15535"
"699","국내도서","나의 사주명리","K062839958","9791168100985","03150","날(도서출판)","현묘 지음","18,000","16,200","1,800","10%","900점","20221104","14124"
"700","국내도서","눈물을 마시는 새 세트 - 전4권 (양장)","8982735739","9788982735738","04810","황금가지","이영도 지음","53,000","47,700","5,300","10%","2,650점","20030118","13910"
"701","국내도서","기분대로 아이를 키우지 않겠습니다","K012830592","9791192625096","03590","포레스트북스","곽윤정 지음","17,000","15,300","1,700","10%","850점","20221123","12935"
"702","국내도서","들리는 설교 유혹하는 예화","K732831660","9791188887194","03230","선율","이재현 지음","17,000","15,300","1,700","10%","850점","20221230","12165"
"703","국내도서","나는 4시간만 일한다 (리커버 에디션)","K802831204","9791185584454","03320","다른상상","팀 페리스 지음, 최원형.윤동준 옮김","16,800","15,120","1,680","10%","840점","20171020","10313"
"704","국내도서","2023 에센스 노동법 1","8965662508","9788965662501","93360","청출어람","전시춘 지음","30,000","27,000","3,000","10%","300점","20220620","8439"
"705","국내도서","2023 해커스 전산회계 1급 이론 + 실무 + 최신기출문제 12회분","K742830822","9791168807488","13320","해커스금융","이남호 지음","26,900","24,210","2,690","10%","1,340점","20230102","7975"
"706","국내도서","후지모토 타츠키 단편집 17-21","K052831296","9791169473279","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20230120","7760"
"707","국내도서","2023 형법요론","K742831370","9791166871047","13360","문형사","신호진 지음","68,000","61,200","6,800","10%","680점","20230113","5675"
"708","국내도서","2023 소방단기 김동준 소방관계법규 FINAL 봉투모의고사 8회 (공채)","8952644557","9788952644558","13530","서울고시각","화재공학연구소 지음","16,000","14,400","1,600","10%","800점","20230215","5250"
"709","국내도서","12가지 인생의 법칙 (40만 부 기념 스페셜 에디션)","K792831206","9791190538534","03180","메이븐","조던 B. 피터슨 지음, 강주헌 옮김","18,200","16,380","1,820","10%","910점","20230210","4940"
"710","국내도서","강아지 걸음으로","8936451634","9788936451639","73810","창비","황선미 지음, 하니 그림","11,000","9,900","1,100","10%","550점","20230210","4180"
"711","국내도서","번개와 로맨스 3","K982831840","9791169472586","","학산문화사(만화)","미키모토 린 지음","6,000","5,400","600","10%","300점","20230220","3500"
"712","국내도서","평생 써먹는 놀이 수업 280","8976045718","9788976045713","03370","문예춘추사","정다해 지음","22,000","19,800","2,200","10%","1,100점","20230310","3470"
"713","국내도서","예수의 마지막 말들","K772831947","9791192769097","03230","비아","플레밍 러틀리지 지음, 손승우 옮김","12,000","10,800","1,200","10%","600점","20230220","2280"
"714","국내도서","2024 공무원 직렬별 영단어 기출100% 빈출순","K712831635","9791191962147","13740","타보름교육","타보름교육 편집부 지음","16,800","15,120","1,680","10%","840점","20230321","2270"
"715","국내도서","카모노하시 론의 금단추리 4","K802831044","9791169473149","","학산문화사(만화)","아마노 아키라 지음","6,000","5,400","600","10%","300점","20230222","2040"
"716","국내도서","너무 잘하려고 애쓰지 마라","K702837352","9791170400608","03810","열림원","나태주 지음","14,000","12,600","1,400","10%","700점","20220531","57445"
"717","국내도서","역사의 쓸모","K152635416","9791130621968","03900","다산초당(다산북스)","최태성 지음","15,000","13,500","1,500","10%","750점","20190614","47765"
"718","국내도서","고양이 해결사 깜냥 4","8936448137","9788936448134","74810","창비","홍민정 지음, 김재희 그림","11,000","9,900","1,100","10%","550점","20220121","41486"
"719","국내도서","엑시트 EXIT (리커버)","K072835954","9791187799146","13320","지혜로","송희창(송사무장) 지음","17,000","15,300","1,700","10%","850점","20201123","34113"
"720","국내도서","사라진 소녀들의 숲","K292830747","9791191248913","03840","미디어창비","허주은 지음, 유혜인 옮김","17,000","15,300","1,700","10%","850점","20221214","29425"
"721","국내도서","엄마의 말 연습","K972839383","9791168270749","03590","카시오페아","윤지영 지음","17,500","15,750","1,750","10%","870점","20220922","29136"
